name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Meeresrauschen für Yoga,121508,False,44,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.252,0.999,10,-18.795,1.0,0.0568,0.344,0.983,0.953,1e-05,39.278,121508,3.0,78.0,25.0,,0.7573891625615764,sleep
Rice & Peas,154012,False,22,Chi Ching Ching,Turning Tables,0.821,0.84,6,-1.302,0.0,0.186,0.143,0.0,0.205,0.638,106.095,154012,4.0,261.0,64.0,0.594,1.1709531013615733,j-dance
Riitiir,326133,False,18,Enslaved,Riitiir,0.2,0.954,1,-5.606,1.0,0.0697,2.5e-06,0.00882,0.306,0.24,104.1,326133,4.0,660.0,165.0,,2.36741214057508,black-metal
O Anjo Mais Velho,342786,False,41,O Teatro Mágico,Entrada para Raros (10th Anniversary Edition),0.628,0.816,4,-5.393,1.0,0.0396,0.437,0.000209,0.189,0.625,113.068,342787,4.0,647.0,164.0,,0.916010498687664,brazil
Mindfields,339906,False,51,The Prodigy,The Fat of the Land,0.663,0.975,3,-7.191,,0.0468,0.00781,0.77,0.076,0.405,120.04,339907,4.0,680.0,169.0,,1.7389162561576355,breakbeat
Living Dead,231450,False,17,Hypocrisy,End of Disclosure,0.293,0.955,10,-5.383,,0.0594,7.41e-06,0.829,0.289,0.327,170.004,231450,,644.0,161.0,,0.7573891625615764,black-metal
this is not a love song,228187,False,20,BiS,Brand-new idol Society,0.389,0.941,8,-2.073,1.0,0.069,0.00178,0.0121,0.0752,0.258,180.112,228187,,661.0,165.0,,2.7259036144578315,j-idol
Sugar Tree,257666,False,11,Ochre,Project Caelus,0.326,0.564,11,-14.337,,0.086,0.769,0.896,0.0958,0.489,187.433,257667,3.0,794.0,265.0,,0.7481162540365985,idm
The Lurch,238400,False,0,Two Lone Swordsmen,From The Double Gone Chapel,0.714,0.614,10,-9.921,1.0,0.0267,0.00431,0.935,0.132,0.69,114.059,238400,,452.0,113.0,,0.7573891625615764,idm
"Peine Caracol, Vol. 2",190593,True,39,El Futuro Fuera De Orbita;Pablo Chill-E,"Peine Caracol, Vol. 2",0.767,0.94,1,-5.967,,0.0713,0.0607,0.00755,0.379,0.675,118.992,190594,4.0,375.0,93.0,,2.36741214057508,spanish
Sueño por Sueño,248866,False,37,Magneto,La Historia De Magneto,0.535,0.415,11,-11.765,1.0,0.0351,0.325,3.47e-05,0.0956,0.173,72.975,248867,,593.0,147.0,,0.7481162540365985,spanish
満漢全席 (Live at 日本武道館 2022.5.15),223985,False,12,Momoiro Clover Z,"MOMOIRO CLOVER Z 6th ALBUM TOUR “祝典""(Live at 日本武道館 2022.5.15)",0.734,0.919,7,-3.074,,0.0873,0.439,0.0,0.911,0.691,106.019,223986,4.0,395.0,99.0,,4.067085953878407,j-idol
Away in a Manger (Remastered 2014),216314,False,0,Traditional;Royal Philharmonic Orchestra,"Classical Christmas, Vol. 1",0.112,0.215,9,-17.766,1.0,0.0387,0.952,0.00902,0.237,0.104,80.987,216315,5.0,347.0,87.0,,1.343558282208589,sleep
Southern Crescent,211426,False,20,Town Mountain,Southern Crescent,0.486,0.622,9,-6.516,,0.0297,0.305,4.32e-05,0.293,0.55,166.941,211427,,569.0,142.0,,1.343558282208589,bluegrass
"not breathing,",290315,False,10,Telefon Tel Aviv,Dreams Are Not Enough,0.543,0.678,2,-9.712,,0.145,0.00244,0.922,0.099,0.141,148.788,290316,5.0,642.0,160.0,,3.7004830917874396,idm
Thanks a Lot,183253,False,12,Watkins Family Hour;Jon Brion,Vol. II,0.815,0.432,2,-8.015,1.0,0.0299,0.357,0.000227,0.0988,0.532,98.444,183253,4.0,293.0,72.0,,3.7004830917874396,bluegrass
Burnt Black Eyes (For Sadeq Hedayat),490000,False,0,Siavash Amini;Eugene Thacker,Songs for Sad Poets,0.0949,0.365,1,-16.891,,0.0624,0.0239,0.136,0.246,0.0285,88.571,490000,4.0,754.0,191.0,,2.36741214057508,iranian
Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,161342,False,37,Jorge Drexler;Sebastián Prada,Milonga de Ojos Dorados (Alfredo Zitarrosa) [Live on Pardelion Music],0.67,0.273,7,-10.77,,0.0388,0.946,0.00136,0.179,0.443,128.87,161342,4.0,343.0,85.0,,4.067085953878407,afrobeat
Perdula,147395,False,26,Justnormal,Reminiscing,0.669,0.733,7,-6.733,1.0,0.0366,0.489,0.833,0.701,0.0399,85.02,147396,4.0,205.0,50.0,0.374,4.067085953878407,study
An Den Stränden Der Südsee,186000,False,42,Meeresrauschen;Naturgeräusche für Entspannung und Erholung;Naturgeräusche,Wellenrauschen,0.0747,0.566,5,-20.942,0.0,0.0574,0.532,0.867,0.112,1e-05,82.928,186000,,252.0,63.0,,1.2793053545586106,sleep
Tighe Kond,236907,False,0,Electroqute,Make Yourself Heard,0.336,0.783,9,-4.793,1.0,0.0434,0.000539,3.27e-06,0.468,0.49,170.169,236908,4.0,665.0,167.0,,1.343558282208589,iranian
Amor ou Amizade,225253,False,0,Edson Lima e Gatinha Manhosa,20 Grandes Sucessos: A Voz de Quem Te Ama,0.495,0.883,9,-1.6,1.0,0.107,0.376,0.0,0.104,0.568,179.237,225253,4.0,666.0,166.0,,1.343558282208589,forro
Coastal,128571,False,25,Luc Delvaux,Coastal,0.878,0.693,9,-8.616,0.0,0.137,0.305,0.927,0.196,0.618,139.978,128571,4.0,296.0,74.0,,1.343558282208589,study
Demonoid Phenomenon - Sin Lives Mix,276026,False,24,Rob Zombie,American Made Music To Strip By,0.543,0.917,8,-5.453,1.0,0.0398,7.12e-05,0.763,0.372,0.346,140.003,276027,4.0,642.0,160.0,,2.7259036144578315,industrial
Deck the Halls with Boughs of Holly (Remastered 2014),103334,False,0,Traditional;Royal Philharmonic Orchestra,"Classical Christmas, Vol. 1",0.421,0.625,5,-6.933,,0.0494,0.756,0.97,0.871,0.727,119.81,103334,,202.0,50.0,,1.2793053545586106,sleep
Starlight - Live,337956,False,47,Bethel Music;Amanda Cook,Starlight (Live),0.376,0.467,10,-8.251,1.0,0.0292,0.0192,7.75e-05,0.222,0.0764,149.985,337957,4.0,822.0,205.0,,0.7573891625615764,iranian
ディセンバーフール,337544,False,34,the shes gone,FACE,0.48,0.58,5,-4.978,,0.0289,0.102,8.04e-06,0.144,0.264,78.932,337545,4.0,440.0,110.0,,1.2793053545586106,j-idol
"O Come, O Come, Emmanuel",244880,False,0,Punch Brothers,Acoustic Christmas Campfire,0.606,0.298,2,-11.326,,0.0319,0.701,2.06e-06,0.13,0.174,118.907,244880,4.0,469.0,117.0,,3.7004830917874396,bluegrass
Wings for Wheels,235293,False,26,Greensky Bluegrass,If Sorrows Swim,0.546,0.536,4,-7.036,,0.0283,0.706,0.492,0.0947,0.437,81.381,235293,4.0,304.0,76.0,,0.916010498687664,bluegrass
Ven a mi casa esta navidad (remastered),277026,False,21,Luis Aguile,Luis Aguilé. Sus Grabaciones En Discos Showman Vol.2 (1968-1974),0.293,0.277,1,-11.509,,0.0301,0.524,1.55e-06,0.145,0.342,177.641,277027,4.0,797.0,202.0,,2.36741214057508,spanish
Who's Loving You - Pt. 1,220887,False,17,High Contrast;Clare Maguire,Who's Loving You,0.561,0.906,5,-3.109,,0.0324,0.00333,0.0458,0.118,0.155,130.038,220887,4.0,473.0,118.0,,1.2793053545586106,industrial
Sinta Deus Cuidando de Ti,246250,False,43,Régis Danese,Sinta Deus Cuidando de Ti,0.716,0.517,1,-7.717,1.0,0.0309,0.209,0.0,0.0837,0.552,129.942,246250,4.0,516.0,128.0,,2.36741214057508,brazil
Bring Dat Bak,145600,False,13,Tre Oh Fie,So Flo Fie,0.685,0.83,1,-7.056,0.0,0.0403,0.00636,0.0101,0.146,0.682,150.023,145600,4.0,362.0,91.0,,2.36741214057508,techno
She's The Sun,191333,False,16,Scooter,24 Carat Gold,0.555,0.651,2,-13.099,1.0,0.033,0.107,0.00953,0.325,0.534,160.037,191333,4.0,497.0,124.0,,3.7004830917874396,happy
C'est le voyage,257706,False,24,Voilaaa,Road by hotelF1,0.868,0.806,2,-7.644,1.0,0.0568,0.304,0.0201,0.105,0.941,121.918,257707,4.0,518.0,131.0,,3.7004830917874396,afrobeat
Party Hard,239866,True,25,Beenie Man,Blue Crush Soundtrack,0.799,0.67,10,-6.492,0.0,0.0921,0.394,0.0,0.104,0.872,92.985,239867,4.0,366.0,90.0,,0.7573891625615764,j-dance
"Manma Emotion Jaage (From ""Dilwale"")",209411,False,54,Pritam;Amit Mishra;Anushka Manchanda;Antara Mitra,Dilwale (Original Motion Picture Soundtrack),0.762,0.822,0,-2.758,,0.0425,0.0284,0.0,0.367,0.467,101.998,209412,,349.0,88.0,,3.349056603773585,indian
Are We Here (Who Are They?),453160,False,16,Orbital,20,0.565,0.846,0,-6.543,1.0,0.0386,0.0353,0.585,0.141,0.0941,142.974,453160,4.0,1011.0,253.0,,3.349056603773585,breakbeat
Seu Beijo Joga Sujo,193424,False,47,Avine Vinny;Jorge,Seu Beijo Joga Sujo,0.377,0.608,0,-4.446,1.0,0.0313,0.226,0.0,0.119,0.703,100.006,193424,4.0,297.0,74.0,,3.349056603773585,forro
Saint Homayun,166973,False,0,Ata Ebtekar,Persian Electronic Music Yesterday And Today1966-2006,0.22,0.441,8,-9.321,1.0,0.0608,0.649,0.904,0.703,0.0536,77.024,166812,5.0,201.0,51.0,,2.7259036144578315,iranian
All Is Found - Instrumental,127343,False,45,Kristen Anderson-Lopez;Robert Lopez,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.185,0.18,5,-16.276,,0.0376,0.837,0.743,0.0891,0.0403,79.236,127343,4.0,156.0,38.0,,1.2793053545586106,disney
Forces Of Hades,137760,True,18,Cruel Force,The Rise Of Satanic Might,0.156,0.997,1,-5.26,0.0,0.22,1.45e-06,0.384,0.0682,0.0594,148.712,137760,4.0,324.0,80.0,,2.36741214057508,black-metal
WandaVision!,53626,False,39,Kristen Anderson-Lopez;Robert Lopez;Sara Mann;Jessica Rotter;Cindy Bourquin;Elyse Willis;Laura Dickinson;Eric Bradley;Greg Whipple;Jasper Randall;Gerald White,WandaVision: Episode 2 (Original Soundtrack),0.612,0.678,2,-4.956,0.0,0.0344,0.301,0.0,0.16,0.762,171.153,53627,4.0,138.0,34.0,,3.7004830917874396,disney
Lady,262633,False,25,Caliajah,Paciencia,0.737,0.538,9,-11.21,0.0,0.118,0.591,8.9e-05,0.147,0.644,169.903,262634,4.0,740.0,187.0,,1.343558282208589,spanish
Too Long - Detroit Swindle Remix,475121,False,6,Romanthony;Dam Swindle,"Too Long (Remixes, Pt. 2)",0.779,0.761,1,-9.786,1.0,0.0561,0.0043,0.0367,0.0616,0.531,123.04,475122,4.0,962.0,241.0,,2.36741214057508,chicago-house
Tum Se Hi,321225,False,79,Pritam;Mohit Chauhan,Jab We Met,0.609,0.538,6,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,321225,4.0,694.0,173.0,0.809,1.1709531013615733,indian
Ghostbusters - Lo-Fi,170929,False,0,hope mona,trick or treat on beat,0.816,0.596,9,-11.15,,0.451,0.76,0.891,0.348,0.756,116.022,170929,,331.0,82.0,,1.343558282208589,study
Downtown Valley,833293,False,1,Downtown Of HongKong,Visions of Darkness (In Iranian Contemporary Music),0.0645,0.0753,1,-14.957,1.0,0.038,0.951,0.775,0.0777,0.0268,68.592,833293,4.0,1009.0,253.0,0.642,2.36741214057508,iranian
Binaural Beats for Deep Sleep,144168,False,35,Binaural Beats Sleep,"Binaural Beats: Soothing and Ambient Sleep Sounds of Alpha Waves, Isochronic Tones, Brainwave Entrainment and Sleeping Music",0.153,0.00324,1,-38.615,1.0,0.0466,0.992,0.868,0.115,0.0365,75.789,144168,5.0,171.0,42.0,,2.36741214057508,sleep
Footpath,336551,False,20,InsideInfo;Mefjus;The Upbeats,Footpath / Leibniz,0.327,0.987,2,-2.392,1.0,0.536,0.000316,0.777,0.699,0.252,173.844,336552,4.0,885.0,222.0,,3.7004830917874396,industrial
Son de la Loma,259160,False,20,Manu Dibango;Cuarteto Patria,Cubafrica,0.485,0.741,8,-4.425,1.0,0.0294,0.317,0.000579,0.0683,0.936,103.72,259160,4.0,436.0,109.0,,2.7259036144578315,afrobeat
Breathe - Zeds Dead Remix,276386,False,16,The Prodigy;Zeds Dead,The Added Fat EP,0.672,0.989,3,-2.425,0.0,0.164,0.175,0.583,0.284,0.156,125.999,276387,4.0,560.0,139.0,0.822,1.7389162561576355,breakbeat
Arcade X Dil Ko Karaar Aaya,229590,False,2,Pranish VP,Arcade X Dil Ko Karaar Aaya,0.376,0.285,6,-8.783,1.0,0.0304,0.837,1.67e-05,0.0929,0.417,72.099,229590,4.0,264.0,66.0,,1.1709531013615733,indian
Dogstar 2022 - Main Mix,369290,False,13,Hybrid,Dogstar 2022 (Main Mixes),0.511,0.667,7,-13.993,1.0,0.0423,0.00334,0.142,0.103,0.155,130.004,369290,4.0,778.0,195.0,,4.067085953878407,breakbeat
Burn in Hell,305658,False,49,Dimmu Borgir,Puritanical Euphoric Misanthropia,0.276,0.978,6,-2.882,0.0,0.073,6.72e-06,0.102,0.359,0.434,106.967,305659,4.0,626.0,156.0,,1.1709531013615733,black-metal
The Weight - Remastered 2000,274493,False,74,The Band,Music From Big Pink (Remastered),0.63,0.551,9,-9.28,1.0,0.0549,0.373,5.75e-05,0.103,0.518,143.868,274493,4.0,652.0,162.0,,1.343558282208589,bluegrass
Fé Menina,189773,False,46,Dazaranha,Daza,0.578,0.588,9,-8.281,1.0,0.0493,0.332,0.0,0.15,0.797,162.943,189773,4.0,504.0,125.0,,1.343558282208589,brazil
Trap Queen - Afro Remix,240000,True,38,"Fetty Wap;Miri Ben-Ari;Young ""D"";Afrostringz",Trap Queen (Afro Remix),0.677,0.827,9,-3.344,0.0,0.041,0.109,0.0,0.344,0.843,135.123,240000,,534.0,133.0,,1.343558282208589,j-dance
"More Love, More Power - Live",310293,False,40,Michael W. Smith,Worship,0.226,0.275,7,-13.02,0.0,0.0302,0.74,9.42e-05,0.344,0.151,142.075,310293,4.0,707.0,178.0,,4.067085953878407,mandopop
Year 4,192773,False,24,Beenie Man,Monsters Of Dancehall,0.827,0.796,11,-6.219,1.0,0.334,0.18,0.0,0.317,0.914,97.607,192773,4.0,311.0,78.0,,0.7481162540365985,j-dance
Sweet Feet,229633,False,18,Orgone,Sweet Feet,0.766,0.722,9,-7.949,0.0,0.0549,0.0335,1.01e-05,0.0791,0.842,122.369,229634,4.0,469.0,117.0,,1.343558282208589,afrobeat
風をあつめて,293906,False,22,Leyona,Niji,0.523,0.389,2,-7.476,,0.0351,0.749,3e-06,0.0784,0.539,166.25,293907,3.0,799.0,265.0,,3.7004830917874396,j-dance
Getsêmani,306580,False,43,Leonardo Gonçalves,Ressurreição: Inspiracional,0.533,0.496,8,-9.373,1.0,0.0474,0.721,4.64e-06,0.164,0.268,129.948,306581,4.0,625.0,158.0,,2.7259036144578315,brazil
Tu Gloria - En Vivo En El Gran Rex / 2015,239320,False,26,Coti,Tanta Magia (En Vivo En El Gran Rex / 2015),0.447,0.934,0,-4.123,,0.0849,0.00289,0.0,0.789,0.513,140.946,239320,4.0,562.0,140.0,,3.349056603773585,spanish
Tyranni,233439,True,16,Avslut,Tyranni,0.252,0.985,4,-6.876,0.0,0.167,2.61e-06,0.27,0.321,0.0397,119.967,233440,1.0,428.0,108.0,,0.916010498687664,black-metal
Never Fake,173225,False,0,The Prophet,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,0.653,0.967,9,-2.706,1.0,0.193,0.00104,0.0149,0.271,0.364,155.045,173226,4.0,444.0,110.0,,1.343558282208589,happy
High in Yah - Radio Edit,193608,False,1,Jah Vinci,Imac Riddim,0.577,0.838,5,-4.345,0.0,0.372,0.0177,0.0,0.302,0.774,130.24,193609,5.0,416.0,104.0,0.9,1.2793053545586106,j-dance
If I were be the memory,291013,False,51,TANK 呂建忠,The Third Round,0.57,0.602,2,-5.71,1.0,0.0312,0.538,0.0,0.113,0.126,131.917,291013,4.0,620.0,155.0,,3.7004830917874396,mandopop
Khairiyat (Bonus Track),270706,False,63,Pritam;Arijit Singh,Chhichhore,0.605,0.655,0,-5.625,,0.0364,0.484,1.13e-06,0.152,0.597,124.974,270707,4.0,559.0,138.0,,3.349056603773585,indian
Porque Eres Tú,55186,False,24,Doctora Juguetes;Felpita;Lambie;Pepinilla,Doctora Juguetes: Ya Llegó la Doctora,0.767,0.452,2,-5.107,1.0,0.0439,0.308,0.0,0.209,0.782,129.953,55187,,101.0,24.0,,3.7004830917874396,disney
Walk Around Lake Johnson,130574,False,9,"Sarah, the Illstrumentalist",Celebrate You,0.74,0.43,11,-6.127,0.0,0.053,0.384,0.654,0.118,0.345,89.538,130574,4.0,192.0,47.0,,0.7481162540365985,study
Wet,185097,True,14,Rygin King;Renee 6:30,Wet,0.864,0.538,1,-11.301,,0.466,0.404,0.0,0.105,0.416,103.043,185097,4.0,314.0,78.0,,2.36741214057508,j-dance
Tools of Demolition,205714,False,12,Dither;MC Focus,Tools of Demolition,0.576,0.976,1,-1.155,1.0,0.249,0.135,4.04e-05,0.19,0.195,174.918,205714,4.0,591.0,149.0,,2.36741214057508,idm
Bile 'Em Cabbage Down,136000,False,23,George Bruns,Country Bear Jamboree,0.599,0.749,9,-8.597,1.0,0.035,0.769,0.111,0.029,0.985,123.785,136000,4.0,272.0,67.0,,1.343558282208589,disney
Crawdad Hole,232133,False,19,Doc Watson,The Best Of Doc Watson 1964-1968,0.534,0.386,2,-18.752,1.0,0.166,0.811,0.000729,0.696,0.837,117.575,232133,4.0,455.0,114.0,,3.7004830917874396,bluegrass
Doki Doki ドキドキ,181032,False,42,S3RL;Kawaiiconic,Doki Doki ドキドキ,0.645,0.979,2,-2.089,1.0,0.272,0.0109,0.0302,0.0547,0.185,175.006,181033,4.0,523.0,131.0,,3.7004830917874396,happy
十七歲,240106,False,46,Andy Lau,如果有一天,0.637,0.41,5,-7.286,1.0,0.0296,0.631,0.0,0.111,0.383,80.014,240107,4.0,317.0,79.0,0.863,1.2793053545586106,mandopop
Motion Blur - NickBee Remix,234418,False,14,Noisia;NickBee,The Resonance II,0.752,0.76,10,-3.399,0.0,0.06,0.00703,0.872,0.104,0.128,171.987,234419,4.0,661.0,164.0,,0.7573891625615764,breakbeat
Let My Life Be A Light,194000,False,24,Balsam Range,Aeonic,0.684,0.682,9,-8.287,1.0,0.0315,0.579,0.00013,0.306,0.934,119.998,194000,4.0,377.0,93.0,0.568,1.343558282208589,bluegrass
La Última Canción,184748,False,76,Rels B,LA ISLA LP,0.793,0.605,1,-4.952,0.0,0.119,0.426,0.0,0.334,0.268,91.068,184749,4.0,276.0,69.0,0.279,2.36741214057508,spanish
Sound Mind - Live,455580,False,22,Bryan & Katie Torwalt,I've Got Good News (Live) [Deluxe],0.436,0.336,10,-9.894,1.0,0.0307,0.0455,0.0,0.7,0.143,107.78,455581,4.0,804.0,202.0,,0.7573891625615764,indian
Quanto Vale o Show,172605,False,46,Racionais MC's;DJ Cia,Cores & Valores,0.492,0.849,4,-6.991,,0.33,0.078,0.0,0.146,0.696,94.081,172606,4.0,271.0,66.0,,0.916010498687664,brazil
Falling Away from Me,270920,True,75,Korn,Issues,0.468,0.769,4,-7.036,1.0,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4.0,469.0,117.0,,0.916010498687664,black-metal
96,133514,False,0,Farzad Golpayegani,Six,0.363,0.783,10,-5.324,0.0,0.051,0.000173,0.000337,0.0764,0.173,115.134,133515,4.0,247.0,61.0,,0.7573891625615764,iranian
3000 Years,245361,True,0,Mordab,Room No.X,0.286,0.943,6,-5.173,,0.214,4.77e-05,0.201,0.114,0.478,179.738,245362,,714.0,178.0,,1.1709531013615733,iranian
Em Teu Altar - Ao Vivo,263560,False,55,Ministério Adoração e Vida,Hoje Livre Sou (Ao Vivo),0.604,0.567,4,-5.095,1.0,0.0236,0.715,0.000319,0.27,0.306,99.905,263560,4.0,438.0,109.0,0.371,0.916010498687664,brazil
ハイスクールララバイ,218600,False,26,Imo-Kin Trio,イモ欽トリオ&わらべ ゴールデン☆ベスト ~欽ドン!欽どこ!?秘蔵っ子!!~,0.734,0.862,2,-7.537,,0.126,0.0204,1.18e-05,0.3,0.965,155.498,218600,4.0,554.0,138.0,,3.7004830917874396,techno
Beach Spirits,136000,False,7,Avslappning Sound,Relaxed Spa,0.27,0.302,10,-12.902,0.0,0.0421,0.95,0.865,0.138,0.0354,71.349,136000,,161.0,39.0,,0.7573891625615764,sleep
É Que Eu Não Te Esqueci,160595,False,43,Danieze Santiago,4 Estações,0.821,0.45,1,-10.843,,0.0445,0.779,0.0,0.345,0.797,131.996,160596,4.0,344.0,85.0,,2.36741214057508,forro
Por Un Amor Relampago (A Song For Gail - What Have We Got Her Into?),260586,False,33,Miguel Bosé,Esencial Miguel Bose,0.634,0.571,2,-7.451,1.0,0.0772,0.671,0.00312,0.102,0.255,144.628,260587,4.0,624.0,158.0,,3.7004830917874396,spanish
The Word Is Love (feat. Sharon Pass) - Mousse T.'s Kinda Deep Mix,404280,False,9,"Steve ""Silk"" Hurley;Sharon Pass;Mousse T.",Defected Presents House Masters - Mousse T.,0.764,0.977,10,-2.67,0.0,0.056,0.000372,0.0233,0.0746,0.802,124.516,404280,4.0,833.0,208.0,,0.7573891625615764,chicago-house
Reflections - Act 2 (Live),737000,False,0,Ali Ostovar;Bassem Hawar;Julia Ohrmann;Erfan Pejhanfar;Kioomars Musayyebi,Reflections,0.19,0.378,5,-15.26,,0.0996,0.948,0.238,0.708,0.0605,63.132,737000,3.0,1127.0,375.0,,1.2793053545586106,iranian
咖啡 (LH x KW),194683,False,43,Lu Han;Kris Wu,咖啡 (LH x KW),0.769,0.595,10,-5.926,1.0,0.0416,0.0447,0.0,0.107,0.326,95.015,194684,4.0,304.0,75.0,,0.7573891625615764,mandopop
抱きしめたいけど,258920,False,19,NMB48,世界の中心は大阪や~なんば自治区~ (通常盤Type-N),0.387,0.937,4,-3.789,,0.0611,0.0937,0.0,0.232,0.428,153.992,258920,4.0,651.0,162.0,0.567,0.916010498687664,j-idol
Asheville City Skyline,160453,False,20,The Lonesome Trio,The Lonesome Trio,0.337,0.431,0,-6.958,1.0,0.0306,0.701,0.0,0.125,0.528,179.846,160453,4.0,463.0,116.0,,3.349056603773585,bluegrass
Within Thrall,337980,False,20,Leviathan,Scar Sighted,0.181,0.942,10,-7.231,,0.0982,7.48e-06,0.714,0.112,0.133,152.13,337981,4.0,854.0,214.0,,0.7573891625615764,black-metal
金八DANCE MUSIC,326293,False,17,Shiritsu Ebisu Chugaku,金八,0.613,0.93,9,-1.73,1.0,0.145,0.0598,0.000936,0.85,0.79,150.092,326293,,808.0,203.0,,1.343558282208589,j-idol
Frozen Moment(Moment Gele) 1999-2000,1121226,False,0,Kiawasch Sahebnassagh,Waran,0.292,0.258,10,-20.155,0.0,0.0642,0.485,0.0556,0.143,0.0699,89.504,1121227,4.0,1649.0,415.0,,0.7573891625615764,iranian
"Allari Motha (From ""Brahmastra (Telugu)"")",245735,False,27,Pritam;Nakash Aziz,"Allari Motha [From ""Brahmastra (Telugu)""]",0.654,0.934,6,-4.67,1.0,0.119,0.0428,0.0,0.249,0.656,135.991,245735,4.0,548.0,137.0,,1.1709531013615733,indian
Rituals of Human Sacrifice for Lord Baal,359413,False,18,Inquisition,Invoking the Majestic Throne of Satan,0.19,0.935,0,-4.014,,0.111,0.00352,0.834,0.211,0.102,75.614,359413,4.0,442.0,111.0,,3.349056603773585,black-metal
Stickwithit,168727,False,49,Recaps,Stickwithit,0.697,0.407,11,-12.159,1.0,0.0402,0.424,0.853,0.0945,0.381,82.505,168727,4.0,231.0,56.0,,0.7481162540365985,study
"Chaandaniya (From ""2 States"")",247862,False,54,Mohan Kannan;Yashita Sharma,Pen Down With Amitabh Bhattacharya,0.567,0.546,4,-8.316,1.0,0.0405,0.301,1.69e-06,0.129,0.401,113.806,247862,4.0,463.0,115.0,,0.916010498687664,indian
Palms Of Victory,158173,False,27,Ralph Stanley,Shine On,0.421,0.474,9,-8.096,1.0,0.028,0.674,0.0,0.172,0.673,104.596,158173,4.0,269.0,66.0,,1.343558282208589,bluegrass
Late Night Jam,147000,False,41,Wasted Glitter,Late Night Jam,0.739,0.71,11,-7.269,0.0,0.0903,0.917,0.783,0.231,0.614,79.982,147000,4.0,192.0,47.0,0.333,0.7481162540365985,study
For The Love Of Money,345000,False,7,Glenn Underground,"July 12, 1979",0.783,0.61,7,-11.324,,0.0506,0.00265,0.2,0.046,0.512,120.015,345000,4.0,682.0,169.0,0.386,4.067085953878407,chicago-house
The Salmon Dance,220226,True,56,The Chemical Brothers,We Are The Night,0.863,0.736,0,-6.888,,0.0439,0.0421,5.03e-05,0.0968,0.739,124.013,220227,4.0,450.0,113.0,,3.349056603773585,breakbeat
Jellyfish Chute,161379,False,20,Jobii,Flakes,0.654,0.519,4,-10.262,,0.198,0.284,0.909,0.143,0.271,174.019,161379,4.0,459.0,115.0,,0.916010498687664,study
I Know,291462,False,0,Asef Akbari,Wet And Warm,0.261,0.237,9,-19.963,,0.0435,0.896,0.774,0.0838,0.0783,138.979,291462,4.0,646.0,163.0,,1.343558282208589,iranian
Sessiz Gemi,273000,False,38,Sertab Erener,Aşk Ölmez,0.371,0.462,7,-11.096,0.0,0.0583,0.377,0.0,0.26,0.462,135.872,273000,3.0,554.0,185.0,,4.067085953878407,j-idol
OIDEMASE!!~極楽~ 2021,250708,False,21,FES☆TIVE,人類!WE ARE ONENESS!Type‐C,0.537,0.949,8,-2.866,1.0,0.103,0.000405,0.00265,0.0658,0.492,92.558,250709,,381.0,96.0,,2.7259036144578315,j-idol
Só Posso Dizer (São Paulo),198765,False,52,Nando Reis,Jardim-Pomar,0.511,0.541,4,-8.841,1.0,0.0316,0.398,0.0,0.0986,0.719,73.931,198765,4.0,239.0,60.0,,0.916010498687664,brazil
Nuh Pet People,178860,True,14,Chronic Law,Nuh Pet People,0.595,0.746,8,-7.042,0.0,0.254,0.66,1.9e-05,0.166,0.588,98.121,178860,4.0,280.0,71.0,,2.7259036144578315,j-dance
Ao Partir o Pão,256466,False,50,Walmir Alencar,Misericórdia Infinita,0.666,0.274,4,-11.413,1.0,0.0277,0.243,0.0,0.0703,0.258,96.015,256467,4.0,401.0,100.0,,0.916010498687664,brazil
